Cultivar,LTE,Date,PI,DataType,Location
Cabernet_Sauvignon,-12.9,11/5/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-13,11/5/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.2,11/12/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.7,11/12/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.9,11/12/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.9,11/12/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.3,11/12/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.3,11/12/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.7,11/12/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.7,11/12/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-8.8,11/19/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-9.7,11/19/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12.3,11/19/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16,11/19/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.6,11/19/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.6,12/3/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.4,12/3/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.5,12/3/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.5,12/3/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20,12/10/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.1,12/10/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.4,12/10/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22,12/10/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.4,12/10/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.2,12/17/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.4,12/17/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.7,12/17/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.9,12/17/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.9,12/17/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22,12/17/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22,12/17/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.1,12/24/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.3,12/24/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.9,12/24/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.4,12/24/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.5,12/24/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.9,12/24/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23,12/24/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.9,12/24/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12.1,12/30/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.8,12/30/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.4,12/30/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.7,12/30/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.1,12/30/15,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.8,1/5/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.7,1/5/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.4,1/5/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.4,1/5/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.2,1/5/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.4,1/13/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.1,1/13/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-24.5,1/13/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-18.1,1/13/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.6,1/13/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.3,1/13/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-18.1,1/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.4,1/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.1,1/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.6,1/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.3,1/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.5,1/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-25,1/18/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-25.01,1/18/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-25.6,1/18/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-21.28,1/19/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-25.94,1/19/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-25.95,1/19/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-20.08,1/20/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.6,1/20/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.16,1/21/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.7,1/21/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-24.23,1/21/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-24.66,1/21/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-17.8,1/21/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.6,1/21/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.3,1/21/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.3,1/21/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-25.7,1/21/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.16,1/22/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.08,1/22/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-24.96,1/22/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-24.97,1/22/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-24.32,1/23/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-24.48,1/23/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-25.13,1/23/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-21.25,1/24/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-21.69,1/24/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.46,1/24/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.6,1/24/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-21.16,1/25/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-21.95,1/25/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.7,1/25/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-25.27,1/25/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-26.72,1/25/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-17.86,1/26/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.11,1/26/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.38,1/26/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.9,1/26/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-24.9,1/26/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-16.66,1/27/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-18.8,1/27/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.36,1/27/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-25.07,1/27/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-18.41,1/28/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-20.64,1/28/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.56,1/28/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.68,1/28/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.69,1/28/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-20.9,1/28/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.6,1/28/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.1,1/28/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.5,1/28/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.8,1/28/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.9,1/28/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.8,1/28/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16.51,1/29/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-20.2,1/29/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-20.512,1/29/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-21.57,1/29/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.287,1/29/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-24.8,1/29/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.5,1/30/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-22.87,1/30/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.24,1/30/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.82,1/30/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.54,1/31/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.55,1/31/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-23.72,1/31/16,Londo,RawLTE,Geneva
Cabernet_Sauvignon,-21.6,2/4/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23,2/4/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.5,2/4/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.8,2/4/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.9,2/4/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.8,2/4/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-25.7,2/4/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-30.9,2/4/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.4,2/11/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.9,2/11/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.4,2/11/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-25.1,2/11/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.2,2/18/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.9,2/18/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.6,2/18/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.2,2/18/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-14.2,2/26/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.7,2/26/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.7,2/26/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.8,2/26/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.9,3/3/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.4,3/3/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.6,3/3/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.7,3/3/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23,3/3/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23,3/3/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24,3/3/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16.7,3/10/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16.8,3/10/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.6,3/10/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.7,3/10/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12.9,3/17/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.3,3/17/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.3,3/17/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.6,3/17/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.1,3/24/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.4,3/24/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16,3/24/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16.5,3/24/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.1,3/24/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.6,3/24/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.2,3/24/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.8,3/24/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.8,3/31/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.7,3/31/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12.3,4/7/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-13.7,4/7/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.1,4/7/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.2,4/7/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.3,4/7/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16.3,4/7/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16.9,4/7/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.6,4/7/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-13.1,4/14/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.5,4/14/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.8,4/14/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16,4/14/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-5.11,4/21/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-5.4,4/21/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-5.8,4/21/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-7,4/21/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-7.8,10/26/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-7.9,10/26/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-10.4,10/26/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-11.5,10/26/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-14,10/26/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-10.5,11/1/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-10.5,11/1/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-10.9,11/1/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-11.3,11/1/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-11.3,11/1/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12.1,11/1/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12.1,11/1/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12.2,11/1/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-11.2,11/8/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-11.4,11/8/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12,11/8/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12.3,11/8/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-12.7,11/8/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-13.4,11/8/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-13.9,11/8/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-13.9,11/8/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-11.6,11/15/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-13.1,11/15/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-13.7,11/15/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-14.4,11/15/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-14.8,11/15/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.6,11/15/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-15.9,11/15/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16.5,11/22/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17,11/22/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.5,11/22/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.5,11/22/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.8,11/22/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.8,11/22/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.1,11/22/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.1,11/22/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-17.5,11/29/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18,11/29/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.2,11/29/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.1,11/29/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.2,11/29/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.3,11/29/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.8,11/29/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.1,12/6/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.2,12/6/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.8,12/6/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.9,12/6/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.2,12/6/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.4,12/6/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.6,12/6/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.8,12/6/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.5,12/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.5,12/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.7,12/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22,12/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.2,12/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23,12/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.4,12/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.8,12/13/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.1,12/20/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.4,12/20/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.6,12/20/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.7,12/20/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.1,12/20/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.3,12/20/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.5,12/20/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.6,12/20/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.7,12/27/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.8,12/27/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.8,12/27/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.6,12/27/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.6,12/27/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.9,12/27/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.5,12/27/16,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.3,1/3/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.6,1/3/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.9,1/3/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.6,1/3/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.1,1/3/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.9,1/3/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.4,1/10/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.4,1/10/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.7,1/10/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.1,1/10/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.5,1/10/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24,1/10/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.5,1/20/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.6,1/20/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.7,1/20/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.4,1/20/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.4,1/20/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.4,1/20/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.6,1/20/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.8,1/25/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.5,1/25/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.2,1/25/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.6,1/25/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.4,1/25/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.8,1/25/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.1,1/25/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.6,1/25/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-16.3,1/29/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.7,1/29/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.4,1/29/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-20.1,1/29/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.1,1/29/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23,1/29/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-19.2,2/8/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21,2/8/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.4,2/8/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.8,2/8/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.1,2/8/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.2,2/8/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-21.3,2/14/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-22.3,2/14/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.3,2/14/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.5,2/14/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-23.8,2/14/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-24.3,2/14/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-25.4,2/14/17,Kovaleski,RawLTE,Geneva
Cabernet_Sauvignon,-18.5,2/20/17,Kovaleski,RawLTE,Geneva
